Date,Close,Volume
15-06-20,229.928909,10536099884
16-06-20,234.416168,7965648016
17-06-20,233.028275,7701391592
18-06-20,232.101166,6713800872
19-06-20,227.13829,6946372590
20-06-20,229.274261,6252830566
21-06-20,228.989822,5600408178
22-06-20,242.533188,9079586552
23-06-20,244.142151,6624530348
24-06-20,235.772461,8815030025
25-06-20,232.944489,7010426122
26-06-20,229.668045,7187490226
27-06-20,222.959793,6918380955
28-06-20,225.347168,6205925718
29-06-20,228.19487,6726164653
30-06-20,226.315002,6094093001
01-07-20,231.113419,6463737443
02-07-20,229.392197,6212210566
03-07-20,225.38707,5109032700
04-07-20,229.074112,5228310135
05-07-20,227.664597,5292172429
06-07-20,241.510223,8782917553
07-07-20,239.075531,6441497597
08-07-20,246.670013,9892586411
09-07-20,243.015961,8429099199
10-07-20,240.984985,7281370522
11-07-20,239.458176,5643067316
12-07-20,242.131699,6596394718
13-07-20,239.604584,7787751468
14-07-20,240.211487,7357458555
15-07-20,238.423523,6189328448
16-07-20,233.640884,5832057567
17-07-20,232.773087,5859850529
18-07-20,235.48381,5397402117
19-07-20,238.487518,6251377305
20-07-20,236.153168,5600686192
21-07-20,245.016724,6806696015
22-07-20,262.190643,7702077383
23-07-20,274.689056,10281309262
24-07-20,279.215424,9466060358
25-07-20,304.056763,10785021813
26-07-20,309.643616,12003973026
27-07-20,321.514099,15644257058
28-07-20,316.657257,12357108065
29-07-20,318.190887,10878845706
30-07-20,334.586639,11827689045
31-07-20,345.554657,12030600492
01-08-20,385.199707,14045259477
02-08-20,370.671722,18909744275
03-08-20,386.295166,12834648062
04-08-20,389.875488,14086704221
05-08-20,401.590576,12875466638
06-08-20,394.961945,11304626458
07-08-20,379.512848,12751687084
08-08-20,393.987366,9342060531
09-08-20,391.120453,9451065592
10-08-20,395.887573,11685827893
11-08-20,380.384064,12792218737
12-08-20,391.02417,12408772745
13-08-20,428.741791,18480303526
14-08-20,437.397827,15064589987
15-08-20,433.354919,12416067894
16-08-20,433.786621,12168816874
17-08-20,429.53125,13227089410
18-08-20,423.669312,11978984079
19-08-20,406.463776,13137391167
20-08-20,416.439789,10043032427
21-08-20,389.126343,11781796374
22-08-20,395.835144,10131847985
23-08-20,391.384491,8137303970
24-08-20,408.144196,10328860398
25-08-20,384.001038,12428442042
26-08-20,386.466125,9967343483
27-08-20,382.632629,10457777652
28-08-20,395.874664,9120674421
29-08-20,399.921478,8777703481
30-08-20,428.395721,11211948040
31-08-20,435.079742,12774741797
01-09-20,477.05191,18862763756
02-09-20,440.040497,19691854014
03-09-20,385.671936,19622845896
04-09-20,388.24115,16747106257
05-09-20,335.260071,29880047640
06-09-20,353.362274,27643678917
07-09-20,352.673492,21763614732
08-09-20,337.602112,17991403432
09-09-20,351.110016,14547933520
10-09-20,368.101898,31421134556
11-09-20,374.695587,27296269329
12-09-20,387.183105,13295405814
13-09-20,365.570007,15005899191
14-09-20,377.26886,17536695361
15-09-20,364.839203,16140584321
16-09-20,365.812286,16107612177
17-09-20,389.019226,19899531080
18-09-20,384.364532,14108357740
19-09-20,385.544373,11049507684
20-09-20,371.052826,12292195784
21-09-20,341.786072,17398267133
22-09-20,344.503174,12732578043
23-09-20,321.116302,12899346599
24-09-20,349.355591,15714304470
25-09-20,352.183258,14381086966
26-09-20,355.488098,13049148579
27-09-20,357.438507,13598126926
28-09-20,355.159424,14258455166
29-09-20,359.757385,11600013236
30-09-20,359.937866,11818610610
01-10-20,353.205902,14679481911
02-10-20,346.238922,14215390463
03-10-20,346.522095,10060167889
04-10-20,352.57901,10696959020
05-10-20,353.956787,11809507622
06-10-20,340.815857,12830796112
07-10-20,341.808655,11929918060
08-10-20,350.766144,13461017711
09-10-20,365.590485,13043501763
10-10-20,370.96759,13618484324
11-10-20,375.142059,12584512533
12-10-20,387.731262,15867455424
13-10-20,381.190765,14226744838
14-10-20,379.484039,13918846567
15-10-20,377.441833,14964182545
16-10-20,366.229004,14670784817
17-10-20,368.855927,10951115359
18-10-20,378.213684,11047103109
19-10-20,379.935608,12811242092
20-10-20,369.136902,13741586582
21-10-20,392.189972,20241324322
22-10-20,413.77298,15772846485
23-10-20,409.766693,14256222052
24-10-20,412.457611,12201739194
25-10-20,406.217773,10890207469
26-10-20,393.888306,15155684229
27-10-20,403.99704,13940434102
28-10-20,388.650757,15276441134
29-10-20,386.730103,12920477749
30-10-20,382.819977,13688056970
31-10-20,386.590332,11276963426
01-11-20,396.358185,10475146018
02-11-20,383.156738,13997574252
03-11-20,387.602173,12588494762
04-11-20,402.141998,15126077675
05-11-20,414.067352,15440711038
06-11-20,454.719299,16738305610
07-11-20,435.713135,18873289788
08-11-20,453.554779,11292383601
09-11-20,444.163055,13704320630
10-11-20,449.679626,12090381666
11-11-20,462.960541,14075403511
12-11-20,461.00528,12877327234
13-11-20,474.626434,13191505725
14-11-20,460.149841,10312037942
15-11-20,447.559082,10308617165
16-11-20,459.940308,11441239444
17-11-20,480.360077,14593057877
18-11-20,479.48407,17880199224
19-11-20,471.630432,12473929218
20-11-20,509.744568,18629943296
21-11-20,549.486633,20757099184
22-11-20,558.068115,21967049601
23-11-20,608.454041,27272302872
24-11-20,603.897766,23281758100
25-11-20,570.686646,20088492893
26-11-20,518.801147,31104004592
27-11-20,517.493713,16831105703
28-11-20,538.229797,14770243833
29-11-20,575.758057,15017517758
30-11-20,614.842529,20276867833
01-12-20,587.324158,27178964465
02-12-20,598.352356,16883292129
03-12-20,616.70874,16146190946
04-12-20,569.354187,16337589997
05-12-20,596.595459,13498010566
06-12-20,601.908997,11290893016
07-12-20,591.843384,10720480962
08-12-20,554.827759,14398919320
09-12-20,573.479126,15855915840
10-12-20,559.678528,11672582040
11-12-20,545.797363,11098819124
12-12-20,568.567322,8534557897
13-12-20,589.663208,9070377862
14-12-20,586.011169,8125837102
15-12-20,589.355591,9326645840
16-12-20,636.181824,15817248373
17-12-20,642.868958,25479532147
18-12-20,654.811951,15756303983
19-12-20,659.297913,12830893778
20-12-20,638.290833,13375855442
21-12-20,609.817871,14419493621
22-12-20,634.854187,14745890080
23-12-20,583.7146,15261413038
24-12-20,611.607178,14317413703
25-12-20,626.410706,13520927700
26-12-20,635.835815,14761125202
27-12-20,682.642334,26093552821
28-12-20,730.397339,24222565862
29-12-20,731.520142,18710683199
30-12-20,751.618958,17294574210
31-12-20,737.803406,13926846861
01-01-21,730.367554,13652004358
02-01-21,774.534973,19740771179
03-01-21,975.50769,45200463368
04-01-21,1040.233032,56945985763
05-01-21,1100.006104,41535932781
06-01-21,1207.112183,44699914188
07-01-21,1225.678101,40468027280
08-01-21,1224.197144,44334826666
09-01-21,1281.077271,33233105361
10-01-21,1262.246704,40616938053
11-01-21,1090.145386,60733630300
12-01-21,1043.43457,37494601692
13-01-21,1130.73938,30109792795
14-01-21,1218.453003,33410915929
15-01-21,1171.834595,35972039310
16-01-21,1233.537598,32319240157
17-01-21,1230.172241,29258032819
18-01-21,1257.279541,25817455560
19-01-21,1377.295898,47195935190
20-01-21,1382.274048,46784030909
21-01-21,1121.570923,45932464754
22-01-21,1236.512207,43918338506
23-01-21,1230.990601,27253895441
24-01-21,1391.609375,36418163554
25-01-21,1324.414795,43565777745
26-01-21,1357.058105,41572917750
27-01-21,1253.187134,39394416990
28-01-21,1332.492188,34637234789
29-01-21,1382.522827,53611955259
30-01-21,1376.115479,30616574234
31-01-21,1314.986206,25198853581
01-02-21,1369.040527,29210670920
02-02-21,1515.193726,45437142801
03-02-21,1660.909546,41874566399
04-02-21,1594.762695,44396871836
05-02-21,1718.650879,40108628454
06-02-21,1677.846802,39873420648
07-02-21,1614.227783,39889440151
08-02-21,1746.616821,48012285956
09-02-21,1768.035034,44180727529
10-02-21,1744.243408,41916084617
11-02-21,1783.797974,36021495262
12-02-21,1843.532593,37905036865
13-02-21,1814.109863,35359490535
14-02-21,1805.084106,31439114900
15-02-21,1779.791016,38955610883
16-02-21,1781.067505,34269369268
17-02-21,1848.458252,35955412703
18-02-21,1937.449219,28255902969
19-02-21,1960.164795,26268814253
20-02-21,1919.534058,34696091102
21-02-21,1935.601074,23626547717
22-02-21,1781.99292,42409646036
23-02-21,1570.203979,52029864713
24-02-21,1626.575684,31329000537
25-02-21,1475.703735,24481681873
26-02-21,1446.033691,31435997881
27-02-21,1459.973145,20742103233
28-02-21,1416.04895,27637026080
01-03-21,1564.707642,24032838645
02-03-21,1492.608765,22523669722
03-03-21,1575.853149,22674780680
04-03-21,1541.914307,22906118718
05-03-21,1533.275024,21067146937
06-03-21,1654.741577,22746262366
07-03-21,1723.153809,23809935410
08-03-21,1834.727905,27630991158
09-03-21,1868.048828,23461244507
10-03-21,1799.16626,25154173185
11-03-21,1826.194946,24013132909
12-03-21,1772.102417,22435821312
13-03-21,1924.685425,25014689475
14-03-21,1854.564331,19344589211
15-03-21,1791.702271,26244738810
16-03-21,1806.971802,23828509590
17-03-21,1823.449341,24512917348
18-03-21,1782.855103,23263845504
19-03-21,1817.624146,21249297710
20-03-21,1812.634644,22677674970
21-03-21,1788.217041,22977404620
22-03-21,1691.333984,23599296129
23-03-21,1678.650146,21998237965
24-03-21,1593.413452,31228051473
25-03-21,1595.359253,29650328701
26-03-21,1702.842041,22548516548
27-03-21,1716.494629,18102277710
28-03-21,1691.355957,16599472938
29-03-21,1819.684937,22796570548
30-03-21,1846.033691,22512781703
31-03-21,1918.362061,30226902621
01-04-21,1977.276855,30914259795
02-04-21,2143.225586,34862511022
03-04-21,2028.422485,32011518871
04-04-21,2093.122803,26006501902
05-04-21,2107.887207,28889391170
06-04-21,2118.378906,29222865881
07-04-21,1971.077271,36116271935
08-04-21,2088.57373,25312956529
09-04-21,2072.108887,19812472092
10-04-21,2135.942139,24986243611
11-04-21,2157.656982,19692836132
12-04-21,2139.353271,21727936609
13-04-21,2299.187744,29456642939
14-04-21,2435.10498,35592822986
15-04-21,2519.116211,32325606817
16-04-21,2431.946533,36196928256
17-04-21,2344.89502,32349808978
18-04-21,2237.136963,50696368718
19-04-21,2166.188721,34060654971
20-04-21,2330.210938,39433483315
21-04-21,2364.751709,38899067643
22-04-21,2403.535156,53575904724
23-04-21,2363.586182,55413933925
24-04-21,2211.625732,31854226936
25-04-21,2316.05957,31814355546
26-04-21,2534.481689,35208325408
27-04-21,2662.865234,32275969215
28-04-21,2746.380127,34269031076
29-04-21,2756.876953,32578127990
30-04-21,2773.207031,29777179889
01-05-21,2945.892822,28726205272
02-05-21,2952.056152,28032013047
03-05-21,3431.086182,49174290212
04-05-21,3253.629395,62402045158
05-05-21,3522.783203,48334198383
06-05-21,3490.880371,44300394788
07-05-21,3484.729004,39607240515
08-05-21,3902.647705,50208491286
09-05-21,3928.844727,50568290278
10-05-21,3952.293945,62691789007
11-05-21,4168.701172,52679737865
12-05-21,3785.848633,69023382175
13-05-21,3715.148438,78398214539
14-05-21,4079.057373,48174271215
15-05-21,3638.12207,42422321751
16-05-21,3587.506104,47359478734
17-05-21,3282.397705,54061732774
18-05-21,3380.070068,40416525218
19-05-21,2460.679199,84482912776
20-05-21,2784.294189,67610826680
21-05-21,2430.621338,53774070802
22-05-21,2295.705566,42089937660
23-05-21,2109.579834,56005721977
24-05-21,2643.591064,53697121740
25-05-21,2706.628906,49558333256
26-05-21,2888.69873,42499766020
27-05-21,2736.488525,33373635283
28-05-21,2419.90625,39999114805
29-05-21,2279.51416,33773720220
30-05-21,2390.30542,25876619428
31-05-21,2714.945313,31007383150
01-06-21,2633.518311,27363223090
02-06-21,2706.125,27723267359
03-06-21,2855.126465,30038207402
04-06-21,2688.195068,34173841611
05-06-21,2630.576904,30496672724
06-06-21,2715.092773,25311639414
07-06-21,2590.263184,30600111277
08-06-21,2517.438721,41909736778
09-06-21,2608.26709,36075832186
10-06-21,2471.518555,28753626390
11-06-21,2353.768799,24832564195
12-06-21,2372.484375,25724364410
13-06-21,2508.391602,27092945370
14-06-21,2537.891113,26964576331
15-06-21,2610.936768,29005279219
16-06-21,2367.663574,24101926180
17-06-21,2372.001953,21871633186
18-06-21,2231.733154,22752818388
19-06-21,2178.499023,18765854896
20-06-21,2246.364502,22535930423
21-06-21,1888.44751,33745173825
22-06-21,1874.950073,35547251725
23-06-21,1989.736328,28408659206
24-06-21,1988.456299,20272845769
25-06-21,1813.217285,22774334998
26-06-21,1829.239258,20637542361
27-06-21,1978.894653,19885474742
28-06-21,2079.657471,25514602841
29-06-21,2160.768311,24815124419
30-06-21,2274.547607,25828056268
01-07-21,2113.605469,29061701793
02-07-21,2150.040283,31796212554
03-07-21,2226.114258,17433361641
04-07-21,2321.724121,18787107473
05-07-21,2198.58252,20103794829
06-07-21,2324.679443,20891861314
07-07-21,2315.161865,22398345285
08-07-21,2120.026367,23188123689
09-07-21,2146.692383,23029574602
10-07-21,2111.403564,17581542471
11-07-21,2139.664795,14705386138
12-07-21,2036.721069,17768129077
13-07-21,1940.083984,16621628658
14-07-21,1994.331299,17342819679
15-07-21,1911.175659,15688092552
16-07-21,1880.382935,14884569147
17-07-21,1898.825195,13364282076
18-07-21,1895.552124,13791868728
19-07-21,1817.296631,14157735481
20-07-21,1787.510742,17368597636
21-07-21,1990.970825,21253359756
22-07-21,2025.202759,17495480331
23-07-21,2124.776611,16200392492
24-07-21,2189.21875,16057446601
25-07-21,2191.373779,14566483636
26-07-21,2233.366699,29614324233
27-07-21,2298.333496,23067480378
28-07-21,2296.54541,18991302378
29-07-21,2380.956787,16313373113
30-07-21,2466.961426,20212848934
31-07-21,2536.209961,18001710283
01-08-21,2561.852051,22697987055
02-08-21,2610.15332,22162754104
03-08-21,2502.349609,22696753413
04-08-21,2724.619873,25038698173
05-08-21,2827.328857,31057928075
06-08-21,2890.94165,26528577879
07-08-21,3157.23877,33081467129
08-08-21,3013.732666,28433638008
09-08-21,3167.856201,31983260936
10-08-21,3141.691162,27605221710
11-08-21,3164.245117,26729035052
12-08-21,3043.414307,25403699845
13-08-21,3322.21167,23868866254
14-08-21,3265.443359,19860862133
15-08-21,3310.50415,22166205051
16-08-21,3156.509521,23080039949
17-08-21,3014.845947,25509056745
18-08-21,3020.089844,21539248425
19-08-21,3182.702148,19546290360
20-08-21,3286.935303,20885619828
21-08-21,3226.083984,18113977628
22-08-21,3242.115479,15983278460
23-08-21,3319.257324,20511110509
24-08-21,3172.456299,20131028906
25-08-21,3224.915283,18902728235
26-08-21,3100.325439,17405668117
27-08-21,3270.60083,18489602004
28-08-21,3244.40332,13709633698
29-08-21,3227.002686,13296586731
30-08-21,3224.374268,19306924485
31-08-21,3433.732666,27280502987
01-09-21,3834.828125,30070890104
02-09-21,3790.98999,24387397330
03-09-21,3940.614746,26207765094
04-09-21,3887.828369,20806963328
05-09-21,3952.133545,18371468576
06-09-21,3928.379395,18674691198
07-09-21,3426.394287,39131346397
08-09-21,3497.315186,31738430771
09-09-21,3427.340088,24118055831
10-09-21,3211.505859,22355974097
11-09-21,3270.278076,18627122934
12-09-21,3410.134521,16810411424
13-09-21,3285.511719,22721552948
14-09-21,3429.169678,19125420848
15-09-21,3615.282715,17548551804
16-09-21,3571.294922,20093903064
17-09-21,3398.538818,17722363229
18-09-21,3432.018311,15995220233
19-09-21,3329.447998,14257609743
20-09-21,2958.993408,27371684581
21-09-21,2764.431152,30405062665
22-09-21,3077.86792,23742102645
23-09-21,3155.523682,18516291047
24-09-21,2931.669189,25595422789
25-09-21,2925.565674,18932786754
26-09-21,3062.265381,21172766310
27-09-21,2934.138916,19164053681
28-09-21,2807.296631,16895079070
29-09-21,2853.143311,15763456158
30-09-21,3001.678955,17661065099
01-10-21,3307.516113,22307625573
02-10-21,3391.694336,19202671704
03-10-21,3418.358643,15516566862
04-10-21,3380.089111,17747154101
05-10-21,3518.518555,16632591670
06-10-21,3580.562012,21855226591
07-10-21,3587.974854,19090322927
08-10-21,3563.759277,16222029488
09-10-21,3575.716797,12707036942
10-10-21,3425.852783,16171746693
11-10-21,3545.354004,18579189588
12-10-21,3492.573242,18109578443
13-10-21,3606.20166,16211275589
14-10-21,3786.01416,19443499909
15-10-21,3862.634766,20966841512
16-10-21,3830.38208,16578095629
17-10-21,3847.104492,15908090346
18-10-21,3748.760254,17386204158
19-10-21,3877.650879,15998757133
20-10-21,4155.992188,20338319988
21-10-21,4054.322754,28220661820
22-10-21,3970.181885,19432937968
23-10-21,4171.663574,14781537792
24-10-21,4087.903076,14978083638
25-10-21,4217.876953,15995727040
26-10-21,4131.102051,17157714562
27-10-21,3930.257324,26219530404
28-10-21,4287.318848,25958154575
29-10-21,4414.746582,22967641914
30-10-21,4325.650391,14615490626
31-10-21,4288.074219,17498160238
01-11-21,4324.626953,17985288261
02-11-21,4584.798828,20794448222
03-11-21,4607.193848,21220463155
04-11-21,4537.324219,18415244464
05-11-21,4486.243164,15086003586
06-11-21,4521.581055,14429076700
07-11-21,4620.554688,13541376033
08-11-21,4812.087402,19290896267
09-11-21,4735.068848,20834172627
10-11-21,4636.174316,22748160545
11-11-21,4730.384277,17933201129
12-11-21,4667.115234,18316060208
13-11-21,4651.460449,14457436261
14-11-21,4626.358887,12172962219
15-11-21,4557.503906,16275851299
16-11-21,4216.365234,27417502801
17-11-21,4287.59375,22183461850
18-11-21,4000.650879,21383250893
19-11-21,4298.306641,20626269711
20-11-21,4409.931152,15448261277
21-11-21,4269.73291,14094831413
22-11-21,4088.457764,19752218877
23-11-21,4340.763672,22133497059
24-11-21,4239.981445,21838037128
25-11-21,4274.743164,18705358318
26-11-21,4030.908936,26281795488
27-11-21,4096.912109,16515693874
28-11-21,4294.453613,15953126340
29-11-21,4445.10498,19086475837
30-11-21,4631.479004,28626354111
01-12-21,4586.990234,27634826695
02-12-21,4511.302246,21502671027
03-12-21,4220.706055,25879591528
04-12-21,4119.587402,38478999182
05-12-21,4198.322754,25533062707
06-12-21,4358.737305,28229518513
07-12-21,4315.061523,22366213354
08-12-21,4439.35791,18704315119
09-12-21,4119.815918,22296131874
10-12-21,3908.496094,28014595631
11-12-21,4084.452393,19131502454
12-12-21,4134.453125,14057603914
13-12-21,3784.226807,23999841386
14-12-21,3745.44043,23836759957
15-12-21,4018.388672,26411188833
16-12-21,3962.469727,19825531254
17-12-21,3879.486572,23143541098
18-12-21,3960.860107,19530895889
19-12-21,3922.592529,16167785597
20-12-21,3933.844482,21589690675
21-12-21,4020.26001,16388555198
22-12-21,3982.099609,13921756199
23-12-21,4108.015625,18007273742
24-12-21,4047.98291,12769090623
25-12-21,4093.281006,10894785525
26-12-21,4067.328125,11197244172
27-12-21,4037.547607,11424360002
28-12-21,3800.893066,17299472803
29-12-21,3628.531738,15722555672
30-12-21,3713.852051,12925377999
31-12-21,3682.632813,14157285268
01-01-22,3769.697021,9776191466
02-01-22,3829.564941,9881471548
03-01-22,3761.380371,12080777893
04-01-22,3794.056641,14030925983
05-01-22,3550.386963,18061338502
06-01-22,3418.408203,24293791313
07-01-22,3193.210449,24494179209
08-01-22,3091.972656,16037732700
09-01-22,3157.751465,12334683863
10-01-22,3083.0979,19535744145
11-01-22,3238.111572,15211447193
12-01-22,3372.258301,16662871689
13-01-22,3248.288574,15294466275
14-01-22,3310.001465,13562957230
15-01-22,3330.530762,9619999078
16-01-22,3350.921875,9505934874
17-01-22,3212.304932,12344309617
18-01-22,3164.025146,13024154091
19-01-22,3095.825928,13187424144
20-01-22,3001.120117,10645922764
21-01-22,2557.931641,26796291874
22-01-22,2405.181152,27369692036
23-01-22,2535.039063,16481489511
24-01-22,2440.352295,28220804648
25-01-22,2455.935059,16179776932
26-01-22,2468.030273,21229909340
27-01-22,2423.001221,16126522783
28-01-22,2547.092041,14666227351
29-01-22,2597.084717,11172062661
30-01-22,2603.466553,9501221177
31-01-22,2688.278809,13778234614
01-02-22,2792.117188,13194846235
02-02-22,2682.854004,13876301217
03-02-22,2679.162598,12755505065
04-02-22,2983.586914,18987223729
05-02-22,3014.648193,13102093957
06-02-22,3057.476074,9466018022
07-02-22,3142.470703,15197063785
08-02-22,3122.608643,17136080906
09-02-22,3239.457031,13951308490
10-02-22,3077.482178,18629485080
11-02-22,2927.383545,16043881065
12-02-22,2917.362793,11254355757
13-02-22,2883.463379,9054963563
14-02-22,2933.479004,12164552172
15-02-22,3179.877197,13921257873
16-02-22,3127.830078,12352406833
17-02-22,2881.481934,15860206214
18-02-22,2785.727539,15748173433
19-02-22,2763.701172,9774183169
20-02-22,2628.648438,11641437834
21-02-22,2573.816162,18646392740
22-02-22,2639.299316,16360200507
23-02-22,2590.359619,13382637240
24-02-22,2598.067139,29312342666
25-02-22,2764.535645,17208902048
26-02-22,2781.111816,11724648351
27-02-22,2621.801758,16150857254
28-02-22,2919.201172,19266124733
01-03-22,2972.485107,18757425786
02-03-22,2950.118408,16636517503
03-03-22,2834.468994,13091199728
04-03-22,2617.156006,14496939024
05-03-22,2664.831055,8072368396
06-03-22,2555.037354,8872976607
07-03-22,2497.77124,14594098731
08-03-22,2576.747559,13922922903
09-03-22,2729.783447,14173665398
10-03-22,2608.048584,13292477213
11-03-22,2559.562988,12382419582
12-03-22,2574.75415,6532996574
13-03-22,2518.94458,8632000379
14-03-22,2590.696045,11244398839
15-03-22,2620.149658,12861105614
16-03-22,2772.055664,17915109769
17-03-22,2814.854492,12685265194
18-03-22,2945.343018,15830879093
19-03-22,2946.25708,11576463120
20-03-22,2860.459229,12684727326
21-03-22,2897.976563,15206116098
22-03-22,2973.131104,16830539230
23-03-22,3031.067139,16008767658
24-03-22,3108.062012,18070503166
25-03-22,3106.671387,17030503831
26-03-22,3143.178955,8876420740
27-03-22,3291.577637,13431866834
28-03-22,3336.634521,20620450770
29-03-22,3401.987793,19533323636
30-03-22,3385.157959,15302506131
31-03-22,3281.642822,17685495686
01-04-22,3449.552246,20982988937
02-04-22,3445.059326,23571556215
03-04-22,3522.833496,15333808649
04-04-22,3521.241211,18209969743
05-04-22,3411.79248,16681503199
06-04-22,3171.691895,25632563639
07-04-22,3233.274658,16745496605
08-04-22,3192.073975,17557050669
09-04-22,3261.91626,9908112156
10-04-22,3211.866943,10427054790
11-04-22,2981.052246,21891804831
12-04-22,3030.376465,20235707410
13-04-22,3118.344238,16088473629
14-04-22,3019.909424,15821419931
15-04-22,3040.916504,11256651536
16-04-22,3062.310303,8766710365
17-04-22,2993.40332,10463091281
18-04-22,3057.606689,18629381299
19-04-22,3104.106445,14156035096
20-04-22,3077.74585,15547362265
21-04-22,2987.480713,20783591093
22-04-22,2964.835693,16782795477
23-04-22,2938.114014,9116955609
