Date,Umichigan_survey_change,ISM_Manufacturing_change,SPX_change,NASDAQ_change,Inflation_CPI_change,Inflation_PCE_change,10yr_bond_change,Fed_funds_rate_change,2yr_bond_change,Inflations_expectations_change,Inflation_surprises_change,Economic_surprises_change,Hourly_earnings_change,MS_Market_Sentiment_change,VIX_change,SOFR_change
2000-05-11,0.0,0.0,0.017902461950037862,0.03393180549113217,0.0,0.0,-9.999999999998899e-05,0.0,0.00019999999999999185,,0.0,-9.999999999999983e-05,,,-0.019656941984808718,
2000-05-12,0.0,0.0,0.009340749106768742,0.008423868007017887,0.0,0.0,0.000999999999999987,0.0,0.0009000000000000119,,0.0,9.999999999999983e-05,,,-0.016485588685785868,
2000-05-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,0.0,
2000-05-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,0.0,
2000-05-15,0.0,0.0,0.022097736741357954,0.022269386182156126,0.0,0.0,-0.0005999999999999894,0.0,-0.0005000000000000143,,0.0,9.99999999999994e-05,,,-0.011793971714277374,
2000-05-16,0.0,0.0,0.009419152276295195,0.030468587584715934,0.0,0.0,-0.0003000000000000086,0.0050000000000000044,0.00020000000000000573,,0.0,-0.00019999999999999922,,,-0.005242179150955983,
2000-05-17,0.0,0.0,-0.01244167962674958,-0.019531575733610973,0.0,0.0,0.000800000000000009,0.0,0.0003000000000000086,,0.0,0.0,,,-0.003662073473948646,
2000-05-18,0.0,0.0,-0.0073145462080397294,-0.029149839778762954,0.0,0.0,0.0003999999999999976,0.0,9.999999999998899e-05,,0.0,0.0002999999999999995,,,-0.00020425184699507382,
2000-05-19,0.0,0.0,-0.021054682335914676,-0.04191075278844547,0.0,0.0,-0.0005000000000000004,0.0,-0.0006999999999999923,,0.0,0.0,,,0.014891278495923033,
2000-05-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,0.0,
2000-05-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,0.0,
2000-05-22,0.0,0.0,-0.004428018053235783,-0.007724752241623389,0.0,0.0,-0.0005000000000000004,0.0,-0.0003000000000000086,,0.0,0.0,,,0.005521142842538795,
2000-05-23,0.0,0.0,-0.01917585241875619,-0.059348257094533285,0.0,0.0,0.0,0.0,-0.00019999999999999185,,0.0,0.0,,,-0.001276352318097751,
2000-05-24,0.0,0.0,0.018335201548920654,0.033515033733074295,0.0,0.0,0.0002999999999999947,0.0,0.0003999999999999976,,0.0,0.0,,,-0.015472478803662648,
2000-05-25,0.0,0.0,-0.012529931024623853,-0.019953464338456794,0.0,0.0,-0.0007999999999999952,0.0,-0.0012000000000000066,,0.0,-0.00010000000000000026,,,0.0026290900121034855,
2000-05-26,0.0,0.0,-0.0025334414268342043,-7.487481866252921e-05,0.0,0.0,-0.0006000000000000033,0.0,-0.0003999999999999976,,0.0,-0.0006999999999999992,,,-0.0011106020083561652,
2000-05-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,0.0,
2000-05-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,0.0,
2000-05-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,0.0,
2000-05-30,0.0,0.0,0.032241912308965004,0.07936389078689965,0.0,0.0,0.0005000000000000004,0.0,0.0006000000000000033,,0.0,0.0006999999999999992,,,-0.00866749303235076,
2000-05-31,0.013736263736263687,-0.027422303473491727,-0.0013005729551127665,-0.016930290101402568,0.003,0.002,-0.0011000000000000038,0.0,-0.0006000000000000033,,-0.05980000000000002,-0.0013999999999999993,,,0.00030854142259845174,
2000-06-01,0.0,0.0,0.019857806560608315,0.053394532639793546,0.0,0.0,-0.0007999999999999882,0.0,-0.0007999999999999952,,0.0,-0.0006000000000000003,,,-0.013449039930037598,
2000-06-02,0.0,0.0,0.019636805378207,0.06444661549197495,0.0,0.0,-0.0003999999999999976,0.0,-0.000800000000000009,,0.0,-0.0018,,,-0.009398407651216856,
2000-06-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,0.0,
2000-06-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,0.0,
2000-06-05,0.0,0.0,-0.006518825392957117,0.0021975255547572736,0.0,0.0,-0.00030000000000000165,0.0,-0.00019999999999999185,,0.0,0.0,,,0.01308489324749551,
2000-06-06,0.0,0.0,-0.006670618616408941,-0.01710991794356531,0.0,0.0,0.0,0.0,0.0,,0.0,-0.0003,,,0.003554053068557994,
2000-06-07,0.0,0.0,0.009273994402677843,0.02206651634423662,0.0,0.0,0.00019999999999999185,0.0,0.0003999999999999976,,0.0,0.0,,,-0.0059733717211242765,
2000-06-08,0.0,0.0,-0.006585743801652777,-0.0035683959929778686,0.0,0.0,-0.00019999999999999185,0.0,0.00010000000000000286,,0.0,-0.0002,,,0.003048427972418055,
2000-06-09,0.0,0.0,-0.003229183057735341,0.012881774171624505,0.0,0.0,9.999999999999593e-05,0.0,0.0,,0.0,0.0,,,-0.006647597376862269,
2000-06-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,0.0,
2000-06-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,0.0,
